conversation_key,conversation_label,story_group,chapter_code,chapter_label,family,family_display,category,subcategory,line_count,non_empty_line_count,scene_count,speaker_keys,speaker_labels
faction_dewhavencastle_0520,dewhavencastle_0520,Faction,0520,Faction 0520,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_pororinvillage_0520,pororinvillage_0520,Faction,0520,Faction 0520,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_pororinvillage_0530,pororinvillage_0530,Faction,0530,Faction 0530,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_goblin_treasure_trove_0600,goblin_treasure_trove_0600,Faction,0600,Faction 0600,faction,Faction,Scene Dialogue,Faction,4,4,1,NPC 00,NPC 00
faction_urdavah_dragon_boss_0600,urdavah_dragon_boss_0600,Faction,0600,Faction 0600,faction,Faction,Scene Dialogue,Faction,5,5,1,NPC 00,NPC 00
faction_velluavillage_0600,velluavillage_0600,Faction,0600,Faction 0600,faction,Faction,Scene Dialogue,Faction,11,9,2,NPC 00; Player,NPC 00; Player
faction_delesyiainstitute_0610,delesyiainstitute_0610,Faction,0610,Faction 0610,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_dewhavencastle_0610,dewhavencastle_0610,Faction,0610,Faction 0610,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_pororinvillage_0610,pororinvillage_0610,Faction,0610,Faction 0610,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_delesyiainstitute_0620,delesyiainstitute_0620,Faction,0620,Faction 0620,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_dewhavencastle_0620,dewhavencastle_0620,Faction,0620,Faction 0620,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_pororinvillage_0620,pororinvillage_0620,Faction,0620,Faction 0620,faction,Faction,Scene Dialogue,Faction,5,5,1,NPC 00,NPC 00
faction_scholarstoneinstitute_0620,scholarstoneinstitute_0620,Faction,0620,Faction 0620,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_scholarstoneinstitute_0630,scholarstoneinstitute_0630,Faction,0630,Faction 0630,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_velluavillage_0700,velluavillage_0700,Faction,0700,Faction 0700,faction,Faction,Scene Dialogue,Faction,11,6,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_0720,scholarstoneinstitute_0720,Faction,0720,Faction 0720,faction,Faction,Scene Dialogue,Faction,8,8,1,NPC 00,NPC 00
faction_scholarstoneinstitute_0730,scholarstoneinstitute_0730,Faction,0730,Faction 0730,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_mansion_byron_0800,mansion_byron_0800,Faction,0800,Faction 0800,faction,Faction,Scene Dialogue,Faction,12,11,2,NPC 00; NPC 01,NPC 00; NPC 01
faction_mansion_byron_0810,mansion_byron_0810,Faction,0810,Faction 0810,faction,Faction,Scene Dialogue,Faction,10,9,2,NPC 00; NPC 01,NPC 00; NPC 01
faction_mansion_byron_0830,mansion_byron_0830,Faction,0830,Faction 0830,faction,Faction,Scene Dialogue,Faction,1,1,1,Narration,Narration
faction_the_drunken_black_bears_0900,the_drunken_black_bears_0900,Faction,0900,Faction 0900,faction,Faction,Scene Dialogue,Faction,12,9,2,NPC 00; NPC 01,NPC 00; NPC 01
faction_bleed_ruffians_pervin_1000_01,bleed_ruffians_pervin_1000_01,Faction,1000,Faction 1000,faction,Faction,Scene Dialogue,Faction,1,1,1,NPC 00,NPC 00
faction_goblin_brewery_1000,goblin_brewery_1000,Faction,1000,Faction 1000,faction,Faction,Scene Dialogue,Faction,8,8,1,NPC 00,NPC 00
faction_hernand_slum_1000,hernand_slum_1000,Faction,1000,Faction 1000,faction,Faction,Scene Dialogue,Faction,9,9,1,NPC 00,NPC 00
faction_oakenshieldmanor_serkis_1000,oakenshieldmanor_serkis_1000,Faction,1000,Faction 1000,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_saltroadtradepost_1000,saltroadtradepost_1000,Faction,1000,Faction 1000,faction,Faction,Scene Dialogue,Faction,13,13,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1000,scholarstoneinstitute_1000,Faction,1000,Faction 1000,faction,Faction,Scene Dialogue,Faction,18,16,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_velluavillage_1000,velluavillage_1000,Faction,1000,Faction 1000,faction,Faction,Scene Dialogue,Faction,4,4,1,NPC 00,NPC 00
faction_hernand_slum_1020,hernand_slum_1020,Faction,1020,Faction 1020,faction,Faction,Scene Dialogue,Faction,7,7,2,NPC 00; Player,NPC 00; Player
faction_urdavah_1020,urdavah_1020,Faction,1020,Faction 1020,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_goblin_brewery_1100,goblin_brewery_1100,Faction,1100,Faction 1100,faction,Faction,Scene Dialogue,Faction,10,10,1,NPC 00,NPC 00
faction_hernand_slum_1100,hernand_slum_1100,Faction,1100,Faction 1100,faction,Faction,Scene Dialogue,Faction,11,11,1,NPC 00,NPC 00
faction_oakenshieldmanor_serkis_1100,oakenshieldmanor_serkis_1100,Faction,1100,Faction 1100,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_saltroadtradepost_1100,saltroadtradepost_1100,Faction,1100,Faction 1100,faction,Faction,Scene Dialogue,Faction,12,12,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1100,scholarstoneinstitute_1100,Faction,1100,Faction 1100,faction,Faction,Scene Dialogue,Faction,9,9,1,NPC 00,NPC 00
faction_the_drunken_black_bears_1100,the_drunken_black_bears_1100,Faction,1100,Faction 1100,faction,Faction,Scene Dialogue,Faction,6,6,1,Global Game Track,Global Game Track
faction_urdavah_1120,urdavah_1120,Faction,1120,Faction 1120,faction,Faction,Scene Dialogue,Faction,5,5,1,NPC 00,NPC 00
faction_hernand_slum_1200,hernand_slum_1200,Faction,1200,Faction 1200,faction,Faction,Scene Dialogue,Faction,8,8,2,NPC 00; Player,NPC 00; Player
faction_mansion_byron_1200,mansion_byron_1200,Faction,1200,Faction 1200,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_oakenshieldmanor_serkis_1200,oakenshieldmanor_serkis_1200,Faction,1200,Faction 1200,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_saltroadtradepost_1200,saltroadtradepost_1200,Faction,1200,Faction 1200,faction,Faction,Scene Dialogue,Faction,11,11,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1200,scholarstoneinstitute_1200,Faction,1200,Faction 1200,faction,Faction,Scene Dialogue,Faction,11,11,2,NPC 00; Player,NPC 00; Player
faction_urdavah_1220,urdavah_1220,Faction,1220,Faction 1220,faction,Faction,Scene Dialogue,Faction,5,5,1,NPC 00,NPC 00
faction_hernand_slum_1300,hernand_slum_1300,Faction,1300,Faction 1300,faction,Faction,Scene Dialogue,Faction,15,15,2,NPC 00; NPC 01,NPC 00; NPC 01
faction_saltroadtradepost_1300,saltroadtradepost_1300,Faction,1300,Faction 1300,faction,Faction,Scene Dialogue,Faction,10,10,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1300,scholarstoneinstitute_1300,Faction,1300,Faction 1300,faction,Faction,Scene Dialogue,Faction,14,14,2,NPC 00; Player,NPC 00; Player
faction_urdavah_1320,urdavah_1320,Faction,1320,Faction 1320,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_saltroadtradepost_1400,saltroadtradepost_1400,Faction,1400,Faction 1400,faction,Faction,Scene Dialogue,Faction,11,11,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1400,scholarstoneinstitute_1400,Faction,1400,Faction 1400,faction,Faction,Scene Dialogue,Faction,12,12,2,NPC 00; Player,NPC 00; Player
faction_hernand_slum_1500,hernand_slum_1500,Faction,1500,Faction 1500,faction,Faction,Scene Dialogue,Faction,10,10,2,Global Game Track; NPC 00,Global Game Track; NPC 00
faction_saltroadtradepost_1500,saltroadtradepost_1500,Faction,1500,Faction 1500,faction,Faction,Scene Dialogue,Faction,11,11,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1500,scholarstoneinstitute_1500,Faction,1500,Faction 1500,faction,Faction,Scene Dialogue,Faction,12,12,2,NPC 00; Player,NPC 00; Player
faction_hernand_slum_1600,hernand_slum_1600,Faction,1600,Faction 1600,faction,Faction,Scene Dialogue,Faction,9,9,2,NPC 00; Player,NPC 00; Player
faction_saltroadtradepost_1600,saltroadtradepost_1600,Faction,1600,Faction 1600,faction,Faction,Scene Dialogue,Faction,10,10,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1600,scholarstoneinstitute_1600,Faction,1600,Faction 1600,faction,Faction,Scene Dialogue,Faction,13,13,2,NPC 00; Player,NPC 00; Player
faction_delesyiainstitute_1700,delesyiainstitute_1700,Faction,1700,Faction 1700,faction,Faction,Scene Dialogue,Faction,12,12,3,NPC 01; NPC 03; Player,NPC 01; NPC 03; Player
faction_hernand_slum_1700,hernand_slum_1700,Faction,1700,Faction 1700,faction,Faction,Scene Dialogue,Faction,12,12,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_saltroadtradepost_1700,saltroadtradepost_1700,Faction,1700,Faction 1700,faction,Faction,Scene Dialogue,Faction,17,15,4,NPC 00; NPC 01; NPC 02; Player,NPC 00; NPC 01; NPC 02; Player
faction_scholarstoneinstitute_1700,scholarstoneinstitute_1700,Faction,1700,Faction 1700,faction,Faction,Scene Dialogue,Faction,22,19,4,NPC 00; NPC 01; NPC 02; Player,NPC 00; NPC 01; NPC 02; Player
faction_seniavillage_1700,seniavillage_1700,Faction,1700,Faction 1700,faction,Faction,Scene Dialogue,Faction,11,11,2,NPC 00; NPC 01,NPC 00; NPC 01
faction_the_drunken_black_bears_1700,the_drunken_black_bears_1700,Faction,1700,Faction 1700,faction,Faction,Scene Dialogue,Faction,9,9,1,NPC 00,NPC 00
faction_seniavillage_1710,seniavillage_1710,Faction,1710,Faction 1710,faction,Faction,Scene Dialogue,Faction,5,5,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_delesyiainstitute_1800,delesyiainstitute_1800,Faction,1800,Faction 1800,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_saltroadtradepost_1800,saltroadtradepost_1800,Faction,1800,Faction 1800,faction,Faction,Scene Dialogue,Faction,31,31,2,NPC 00; Player,NPC 00; Player
faction_scholarstoneinstitute_1800,scholarstoneinstitute_1800,Faction,1800,Faction 1800,faction,Faction,Scene Dialogue,Faction,26,26,1,NPC 00,NPC 00
faction_seniavillage_1800,seniavillage_1800,Faction,1800,Faction 1800,faction,Faction,Scene Dialogue,Faction,24,21,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_seniavillage_1900,seniavillage_1900,Faction,1900,Faction 1900,faction,Faction,Scene Dialogue,Faction,1,0,1,Player,Player
faction_seniavillage_1900_01,seniavillage_1900_01,Faction,1900,Faction 1900,faction,Faction,Scene Dialogue,Faction,2,2,1,Enemy 00,Enemy 00
faction_velluavillage_2000,velluavillage_2000,Faction,2000,Faction 2000,faction,Faction,Scene Dialogue,Faction,11,10,1,NPC 00,NPC 00
faction_oakenshieldmanor_serkis_2010,oakenshieldmanor_serkis_2010,Faction,2010,Faction 2010,faction,Faction,Scene Dialogue,Faction,16,16,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_scholarstoneinstitute_2020,scholarstoneinstitute_2020,Faction,2020,Faction 2020,faction,Faction,Scene Dialogue,Faction,5,5,1,NPC 00,NPC 00
faction_urdavah_2020,urdavah_2020,Faction,2020,Faction 2020,faction,Faction,Scene Dialogue,Faction,5,5,1,NPC 00,NPC 00
faction_urdavah_2030,urdavah_2030,Faction,2030,Faction 2030,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_seniavillage_2100,seniavillage_2100,Faction,2100,Faction 2100,faction,Faction,Scene Dialogue,Faction,3,1,2,Enemy 00; Player,Enemy 00; Player
faction_the_drunken_black_bears_2100,the_drunken_black_bears_2100,Faction,2100,Faction 2100,faction,Faction,Scene Dialogue,Faction,8,8,1,NPC 00,NPC 00
faction_scholarstoneinstitute_2120,scholarstoneinstitute_2120,Faction,2120,Faction 2120,faction,Faction,Scene Dialogue,Faction,4,4,1,NPC 00,NPC 00
faction_urdavah_2120,urdavah_2120,Faction,2120,Faction 2120,faction,Faction,Scene Dialogue,Faction,7,7,1,NPC 00,NPC 00
faction_urdavah_2130,urdavah_2130,Faction,2130,Faction 2130,faction,Faction,Scene Dialogue,Faction,6,6,1,NPC 00,NPC 00
faction_seniavillage_2200,seniavillage_2200,Faction,2200,Faction 2200,faction,Faction,Scene Dialogue,Faction,3,3,1,Enemy 00,Enemy 00
faction_scholarstoneinstitute_2210,scholarstoneinstitute_2210,Faction,2210,Faction 2210,faction,Faction,Scene Dialogue,Faction,5,5,1,NPC 00,NPC 00
faction_scholarstoneinstitute_2220,scholarstoneinstitute_2220,Faction,2220,Faction 2220,faction,Faction,Scene Dialogue,Faction,3,3,1,NPC 00,NPC 00
faction_oakenshieldmanor_serkis_2300,oakenshieldmanor_serkis_2300,Faction,2300,Faction 2300,faction,Faction,Scene Dialogue,Faction,12,12,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_scholarstoneinstitute_2320,scholarstoneinstitute_2320,Faction,2320,Faction 2320,faction,Faction,Scene Dialogue,Faction,4,4,1,NPC 00,NPC 00
faction_velluavillage_2500,velluavillage_2500,Faction,2500,Faction 2500,faction,Faction,Scene Dialogue,Faction,14,12,2,NPC 00; NPC 01,NPC 00; NPC 01
faction_velluavillage_2500_day2,velluavillage_2500_day2,Faction,2500,Faction 2500,faction,Faction,Scene Dialogue,Faction,3,3,1,Global Game Track,Global Game Track
faction_oakenshieldmanor_serkis_2600,oakenshieldmanor_serkis_2600,Faction,2600,Faction 2600,faction,Faction,Scene Dialogue,Faction,27,27,3,Global Game Track; NPC 00; Player,Global Game Track; NPC 00; Player
faction_velluavillage_2600,velluavillage_2600,Faction,2600,Faction 2600,faction,Faction,Scene Dialogue,Faction,9,9,2,NPC 00; Player,NPC 00; Player
faction_oakenshieldmanor_serkis_3100,oakenshieldmanor_serkis_3100,Faction,3100,Faction 3100,faction,Faction,Scene Dialogue,Faction,20,20,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_oakenshieldmanor_serkis_3110,oakenshieldmanor_serkis_3110,Faction,3110,Faction 3110,faction,Faction,Scene Dialogue,Faction,18,18,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
faction_oakenshieldmanor_serkis_3400,oakenshieldmanor_serkis_3400,Faction,3400,Faction 3400,faction,Faction,Scene Dialogue,Faction,11,11,2,NPC 00; NPC 01,NPC 00; NPC 01
faction_mansion_marseille_4000,mansion_marseille_4000,Faction,4000,Faction 4000,faction,Faction,Scene Dialogue,Faction,32,32,2,NPC 00; Player,NPC 00; Player
faction_mansion_marseille_4100,mansion_marseille_4100,Faction,4100,Faction 4100,faction,Faction,Scene Dialogue,Faction,12,9,1,NPC 00,NPC 00
five_finger_mountain_9000,finger_mountain_9000,Five,9000,Five 9000,five,Five,Scene Dialogue,Five,11,11,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
flowerdustbeefarm_bear_0100,bear_0100,Flowerdustbeefarm,0100,Flowerdustbeefarm 0100,flowerdustbeefarm,Flowerdustbeefarm,Scene Dialogue,Flowerdustbeefarm,1,1,1,Player,Player
flowerdustbeefarm_bear_0200,bear_0200,Flowerdustbeefarm,0200,Flowerdustbeefarm 0200,flowerdustbeefarm,Flowerdustbeefarm,Scene Dialogue,Flowerdustbeefarm,7,7,1,NPC 00,NPC 00
folorin_1600_01,1600_01,Folorin,1600,Folorin 1600,folorin,Folorin,Scene Dialogue,Folorin,6,4,3,NPC 00; Narration; Player,NPC 00; Narration; Player
folorin_1700,1700,Folorin,1700,Folorin 1700,folorin,Folorin,Scene Dialogue,Folorin,14,13,2,NPC 00; Player,NPC 00; Player
folorin_2900,2900,Folorin,2900,Folorin 2900,folorin,Folorin,Scene Dialogue,Folorin,7,4,3,NPC 00; Narration; Player,NPC 00; Narration; Player
folorin_2910,2910,Folorin,2910,Folorin 2910,folorin,Folorin,Scene Dialogue,Folorin,6,4,3,NPC 00; Narration; Player,NPC 00; Narration; Player
folorin_2920,2920,Folorin,2920,Folorin 2920,folorin,Folorin,Scene Dialogue,Folorin,7,4,3,NPC 00; Narration; Player,NPC 00; Narration; Player
folorin_3900,3900,Folorin,3900,Folorin 3900,folorin,Folorin,Scene Dialogue,Folorin,33,21,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
folorin_6000,6000,Folorin,6000,Folorin 6000,folorin,Folorin,Scene Dialogue,Folorin,8,7,1,NPC 00,NPC 00
folorin_6000_01,6000_01,Folorin,6000,Folorin 6000,folorin,Folorin,Scene Dialogue,Folorin,8,8,2,NPC 00; Player,NPC 00; Player
folorin_6000_02,6000_02,Folorin,6000,Folorin 6000,folorin,Folorin,Scene Dialogue,Folorin,7,7,2,NPC 00; Player,NPC 00; Player
folorin_6000_03,6000_03,Folorin,6000,Folorin 6000,folorin,Folorin,Scene Dialogue,Folorin,7,7,2,NPC 00; Player,NPC 00; Player
folorin_6000_04,6000_04,Folorin,6000,Folorin 6000,folorin,Folorin,Scene Dialogue,Folorin,7,7,2,NPC 00; Player,NPC 00; Player
folorin_6100,6100,Folorin,6100,Folorin 6100,folorin,Folorin,Scene Dialogue,Folorin,21,21,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
fortain_bossencounter_stand,bossencounter_stand,Fortain,,Fortain,fortain,Fortain,Scene Dialogue,Fortain,8,8,1,Boss 00,Boss 00
fullplatearmortroll_0110,0110,Fullplatearmortroll,0110,Fullplatearmortroll 0110,fullplatearmortroll,Fullplatearmortroll,Scene Dialogue,Fullplatearmortroll,3,2,2,NPC 00; Player,NPC 00; Player
fullplatearmortroll_9000,9000,Fullplatearmortroll,9000,Fullplatearmortroll 9000,fullplatearmortroll,Fullplatearmortroll,Scene Dialogue,Fullplatearmortroll,11,10,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
funcnpc_royalsupply_hernand_00,royalsupply_hernand_00,Funcnpc,00,Funcnpc 00,funcnpc,Funcnpc,Scene Dialogue,Funcnpc,2,2,1,NPC 01,NPC 01
funcnpc_animalstolen,animalstolen,Funcnpc,,Funcnpc,funcnpc,Funcnpc,Scene Dialogue,Funcnpc,2,2,1,NPC,NPC
funcnpc_carriagefence,carriagefence,Funcnpc,,Funcnpc,funcnpc,Funcnpc,Scene Dialogue,Funcnpc,4,4,1,NPC,NPC
funcnpc_wantedfence,wantedfence,Funcnpc,,Funcnpc,funcnpc,Funcnpc,Scene Dialogue,Funcnpc,2,1,1,NPC,NPC
gears_9000,9000,Gears,9000,Gears 9000,gears,Gears,Scene Dialogue,Gears,6,6,1,Boss 00,Boss 00
gears_bossencounter_ambush,bossencounter_ambush,Gears,,Gears,gears,Gears,Scene Dialogue,Gears,9,9,2,Boss 00; Global Game Track,Boss 00; Global Game Track
gears_bossencounter_stand,bossencounter_stand,Gears,,Gears,gears,Gears,Scene Dialogue,Gears,8,8,1,Boss 00,Boss 00
giant_ent_0900_01,ent_0900_01,Giant,0900,Giant 0900,giant,Giant,Scene Dialogue,Giant,2,2,1,Narration,Narration
giant_ent_end,ent_end,Giant,,Giant,giant,Giant,Scene Dialogue,Giant,6,6,1,NPC 00,NPC 00
gimmick_kukuegg_hatch_01,kukuegg_hatch_01,Gimmick,01,Gimmick 01,gimmick,Gimmick,Scene Dialogue,Gimmick,1,1,1,Player,Player
gimmick_sleep_bed_left,sleep_bed_left,Gimmick,,Gimmick,gimmick,Gimmick,Scene Dialogue,Gimmick,1,1,1,Player,Player
gimmick_sleep_bed_right,sleep_bed_right,Gimmick,,Gimmick,gimmick,Gimmick,Scene Dialogue,Gimmick,1,1,1,Player,Player
goblin_master_1100,master_1100,Goblin,1100,Goblin 1100,goblin,Goblin,Scene Dialogue,Goblin,42,33,3,NPC 00; Narration; Player,NPC 00; Narration; Player
goblin_master_1150,master_1150,Goblin,1150,Goblin 1150,goblin,Goblin,Scene Dialogue,Goblin,31,27,4,Global Game Track; NPC 00; NPC 01; Player,Global Game Track; NPC 00; NPC 01; Player
goblin_master_1200_01,master_1200_01,Goblin,1200,Goblin 1200,goblin,Goblin,Scene Dialogue,Goblin,2,2,1,Narration,Narration
goblin_master_1200_02,master_1200_02,Goblin,1200,Goblin 1200,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1200_03,master_1200_03,Goblin,1200,Goblin 1200,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1200_04,master_1200_04,Goblin,1200,Goblin 1200,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1200_05,master_1200_05,Goblin,1200,Goblin 1200,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1200_06,master_1200_06,Goblin,1200,Goblin 1200,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1300_01,master_1300_01,Goblin,1300,Goblin 1300,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1300_02,master_1300_02,Goblin,1300,Goblin 1300,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1300_03,master_1300_03,Goblin,1300,Goblin 1300,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,Narration,Narration
goblin_master_1400,master_1400,Goblin,1400,Goblin 1400,goblin,Goblin,Scene Dialogue,Goblin,26,22,3,Boss 00; Global Game Track; Player,Boss 00; Global Game Track; Player
goblin_master_1800,master_1800,Goblin,1800,Goblin 1800,goblin,Goblin,Scene Dialogue,Goblin,2,0,1,Player,Player
goblin_master_2000,master_2000,Goblin,2000,Goblin 2000,goblin,Goblin,Scene Dialogue,Goblin,7,3,2,Enemy 00; Player,Enemy 00; Player
goblin_master_2500,master_2500,Goblin,2500,Goblin 2500,goblin,Goblin,Scene Dialogue,Goblin,1,1,1,NPC 00,NPC 00
goblin_master_9000,master_9000,Goblin,9000,Goblin 9000,goblin,Goblin,Scene Dialogue,Goblin,37,26,2,Boss 00; Player,Boss 00; Player
goblin_master_9100,master_9100,Goblin,9100,Goblin 9100,goblin,Goblin,Scene Dialogue,Goblin,26,25,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
goldenarmor_9000,9000,Goldenarmor,9000,Goldenarmor 9000,goldenarmor,Goldenarmor,Scene Dialogue,Goldenarmor,12,12,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
goldenarmor_bossencounter_ambush,bossencounter_ambush,Goldenarmor,,Goldenarmor,goldenarmor,Goldenarmor,Scene Dialogue,Goldenarmor,12,12,2,Boss 00; Global Game Track,Boss 00; Global Game Track
goldenarmor_bossencounter_stand,bossencounter_stand,Goldenarmor,,Goldenarmor,goldenarmor,Goldenarmor,Scene Dialogue,Goldenarmor,8,8,1,Boss 00,Boss 00
gorthakiron_0100,0100,Gorthakiron,0100,Gorthakiron 0100,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,8,8,1,NPC 00,NPC 00
gorthakiron_0200,0200,Gorthakiron,0200,Gorthakiron 0200,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,7,7,1,NPC 00,NPC 00
gorthakiron_1120,1120,Gorthakiron,1120,Gorthakiron 1120,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,8,8,1,NPC 00,NPC 00
gorthakiron_1220,1220,Gorthakiron,1220,Gorthakiron 1220,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,6,6,1,NPC 00,NPC 00
gorthakiron_1320,1320,Gorthakiron,1320,Gorthakiron 1320,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,6,6,1,NPC 00,NPC 00
gorthakiron_1420,1420,Gorthakiron,1420,Gorthakiron 1420,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,6,6,1,NPC 00,NPC 00
gorthakiron_1520,1520,Gorthakiron,1520,Gorthakiron 1520,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,6,6,1,NPC 00,NPC 00
gorthakiron_1530,1530,Gorthakiron,1530,Gorthakiron 1530,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,6,6,1,NPC 00,NPC 00
gorthakiron_1620,1620,Gorthakiron,1620,Gorthakiron 1620,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,6,6,1,NPC 00,NPC 00
gorthakiron_1630,1630,Gorthakiron,1630,Gorthakiron 1630,gorthakiron,Gorthakiron,Scene Dialogue,Gorthakiron,6,6,1,NPC 00,NPC 00
grace_dominion_2000,dominion_2000,Grace,2000,Grace 2000,grace,Grace,Scene Dialogue,Grace,2,1,2,Narration; Player,Narration; Player
gregor_bossencounter_ambush,bossencounter_ambush,Gregor,,Gregor,gregor,Gregor,Scene Dialogue,Gregor,8,8,1,Boss 00,Boss 00
gregor_bossencounter_stand,bossencounter_stand,Gregor,,Gregor,gregor,Gregor,Scene Dialogue,Gregor,8,8,1,Boss 00,Boss 00
greymane_pailoon_0100,pailoon_0100,Greymane,0100,Greymane 0100,greymane,Greymane,Scene Dialogue,Greymane,63,48,3,NPC 00; NPC 02; Player,NPC 00; NPC 02; Player
greymanecamp_0100,0100,Greymanecamp,0100,Greymanecamp 0100,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,9,9,2,NPC 00; Player,NPC 00; Player
greymanecamp_0110,0110,Greymanecamp,0110,Greymanecamp 0110,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,14,14,3,Global Game Track; NPC 00; Player,Global Game Track; NPC 00; Player
greymanecamp_0120,0120,Greymanecamp,0120,Greymanecamp 0120,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,39,39,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
greymanecamp_0130,0130,Greymanecamp,0130,Greymanecamp 0130,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,28,28,1,Global Game Track,Global Game Track
greymanecamp_0140,0140,Greymanecamp,0140,Greymanecamp 0140,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,6,6,1,NPC 00,NPC 00
greymanecamp_0200,0200,Greymanecamp,0200,Greymanecamp 0200,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,58,58,4,Global Game Track; NPC 00; NPC 01; Player,Global Game Track; NPC 00; NPC 01; Player
greymanecamp_0230,0230,Greymanecamp,0230,Greymanecamp 0230,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,9,9,2,NPC 00; Player,NPC 00; Player
greymanecamp_0300,0300,Greymanecamp,0300,Greymanecamp 0300,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,54,54,4,Global Game Track; NPC 00; NPC 01; Player,Global Game Track; NPC 00; NPC 01; Player
greymanecamp_0310,0310,Greymanecamp,0310,Greymanecamp 0310,greymanecamp,Greymanecamp,Scene Dialogue,Greymanecamp,5,5,2,NPC 00; Player,NPC 00; Player
