source,item_id,loc_key,internal_name,variant_base_name,variant_level,top_category,category,subcategory,subsubcategory,raw_type,classification_source,classification_confidence,pac_files,prefab_hashes
multichange,,12065471270939001040,Alida_OneHandShotgun_16.am,Alida_OneHandShotgun,16,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,6596398244224303312,Alida_OneHandShotgun_17.am,Alida_OneHandShotgun,17,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17559789501239263440,Alida_OneHandShotgun_18.am,Alida_OneHandShotgun,18,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11278954946772336848,Alida_OneHandShotgun_19.am,Alida_OneHandShotgun,19,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,14393623134857068752,Alida_OneHandShotgun_2.am,Alida_OneHandShotgun,2,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11292785991300939984,Alida_OneHandShotgun_20.am,Alida_OneHandShotgun,20,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,593768607217877200,Alida_OneHandShotgun_21.am,Alida_OneHandShotgun,21,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,739839461407326416,Alida_OneHandShotgun_22.am,Alida_OneHandShotgun,22,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1707692508856713424,Alida_OneHandShotgun_3.am,Alida_OneHandShotgun,3,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10082127730960236752,Alida_OneHandShotgun_4.am,Alida_OneHandShotgun,4,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,12105622519302586576,Alida_OneHandShotgun_5.am,Alida_OneHandShotgun,5,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10210683772941107408,Alida_OneHandShotgun_6.am,Alida_OneHandShotgun,6,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,2111659888424779984,Alida_OneHandShotgun_7.am,Alida_OneHandShotgun,7,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,954637360065151184,Alida_OneHandShotgun_8.am,Alida_OneHandShotgun,8,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11136755155196707024,Alida_OneHandShotgun_9.am,Alida_OneHandShotgun,9,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
iteminfo,370007,1589167964291184,Dein_OneHandShotgun,Dein_OneHandShotgun,,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,cd_phm_07_shotgun_0003.pac,1009197741
multichange,,15654614426177241296,Dein_OneHandShotgun_0.am,Dein_OneHandShotgun,0,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17071797971357532368,Dein_OneHandShotgun_1.am,Dein_OneHandShotgun,1,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,7369693649736564944,Dein_OneHandShotgun_10.am,Dein_OneHandShotgun,10,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11918251452868329680,Dein_OneHandShotgun_11.am,Dein_OneHandShotgun,11,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,4965011889579884752,Dein_OneHandShotgun_12.am,Dein_OneHandShotgun,12,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17429903934952046800,Dein_OneHandShotgun_13.am,Dein_OneHandShotgun,13,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9249977602611871952,Dein_OneHandShotgun_2.am,Dein_OneHandShotgun,2,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8017453015227171024,Dein_OneHandShotgun_3.am,Dein_OneHandShotgun,3,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8837801526928867536,Dein_OneHandShotgun_4.am,Dein_OneHandShotgun,4,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,13767698700199526608,Dein_OneHandShotgun_5.am,Dein_OneHandShotgun,5,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1723850755644850384,Dein_OneHandShotgun_6.am,Dein_OneHandShotgun,6,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,245490207401443536,Dein_OneHandShotgun_7.am,Dein_OneHandShotgun,7,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11084478844789326032,Dein_OneHandShotgun_8.am,Dein_OneHandShotgun,8,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,15594947104118669520,Dein_OneHandShotgun_9.am,Dein_OneHandShotgun,9,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
iteminfo,370001,1589142194487408,Kliff_OneHandShotgun,Kliff_OneHandShotgun,,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,cd_phm_07_shotgun_0054.pac,3213933300
multichange,,4662064610419933392,Kliff_OneHandShotgun_0.am,Kliff_OneHandShotgun,0,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8517007090990973136,Kliff_OneHandShotgun_1.am,Kliff_OneHandShotgun,1,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,18300286912981631184,Kliff_OneHandShotgun_10.am,Kliff_OneHandShotgun,10,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1722817163175133392,Kliff_OneHandShotgun_11.am,Kliff_OneHandShotgun,11,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,702306455172153552,Kliff_OneHandShotgun_12.am,Kliff_OneHandShotgun,12,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,5170336370282987728,Kliff_OneHandShotgun_13.am,Kliff_OneHandShotgun,13,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,3285284690176508112,Kliff_OneHandShotgun_14.am,Kliff_OneHandShotgun,14,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,12914206896537206992,Kliff_OneHandShotgun_15.am,Kliff_OneHandShotgun,15,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,2585931922668519632,Kliff_OneHandShotgun_16.am,Kliff_OneHandShotgun,16,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11031633446920257744,Kliff_OneHandShotgun_17.am,Kliff_OneHandShotgun,17,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10123639577718554832,Kliff_OneHandShotgun_18.am,Kliff_OneHandShotgun,18,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,15845320702220566736,Kliff_OneHandShotgun_19.am,Kliff_OneHandShotgun,19,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17788118664298365136,Kliff_OneHandShotgun_2.am,Kliff_OneHandShotgun,2,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,4944115585194655952,Kliff_OneHandShotgun_20.am,Kliff_OneHandShotgun,20,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,13363065836923781328,Kliff_OneHandShotgun_21.am,Kliff_OneHandShotgun,21,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11658288459809816784,Kliff_OneHandShotgun_22.am,Kliff_OneHandShotgun,22,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8635276072117600464,Kliff_OneHandShotgun_3.am,Kliff_OneHandShotgun,3,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8891459386581450960,Kliff_OneHandShotgun_4.am,Kliff_OneHandShotgun,4,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9405069803678335184,Kliff_OneHandShotgun_5.am,Kliff_OneHandShotgun,5,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,4911231455855640784,Kliff_OneHandShotgun_6.am,Kliff_OneHandShotgun,6,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,12863095029073182928,Kliff_OneHandShotgun_7.am,Kliff_OneHandShotgun,7,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11832270025828335824,Kliff_OneHandShotgun_8.am,Kliff_OneHandShotgun,8,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9887341493683749072,Kliff_OneHandShotgun_9.am,Kliff_OneHandShotgun,9,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
iteminfo,370004,1589155079389296,Methilbalm_OneHandShotgun,Methilbalm_OneHandShotgun,,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,cd_phm_07_shotgun_0002.pac,2440715137
multichange,,11140528979750944976,Methilbalm_OneHandShotgun_0.am,Methilbalm_OneHandShotgun,0,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8526653501638443216,Methilbalm_OneHandShotgun_1.am,Methilbalm_OneHandShotgun,1,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,15908396725073608912,Methilbalm_OneHandShotgun_10.am,Methilbalm_OneHandShotgun,10,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,15116500653720994000,Methilbalm_OneHandShotgun_11.am,Methilbalm_OneHandShotgun,11,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,3551265452107759824,Methilbalm_OneHandShotgun_12.am,Methilbalm_OneHandShotgun,12,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,14014193418847125712,Methilbalm_OneHandShotgun_13.am,Methilbalm_OneHandShotgun,13,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,6899700687114862800,Methilbalm_OneHandShotgun_14.am,Methilbalm_OneHandShotgun,14,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8006065768435286224,Methilbalm_OneHandShotgun_15.am,Methilbalm_OneHandShotgun,15,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,16295699330885484752,Methilbalm_OneHandShotgun_16.am,Methilbalm_OneHandShotgun,16,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,4892074342642352336,Methilbalm_OneHandShotgun_17.am,Methilbalm_OneHandShotgun,17,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1660899239598751952,Methilbalm_OneHandShotgun_18.am,Methilbalm_OneHandShotgun,18,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9990706302638096592,Methilbalm_OneHandShotgun_19.am,Methilbalm_OneHandShotgun,19,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,3846406224480305360,Methilbalm_OneHandShotgun_2.am,Methilbalm_OneHandShotgun,2,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1420673682849661136,Methilbalm_OneHandShotgun_20.am,Methilbalm_OneHandShotgun,20,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,5897588867388670160,Methilbalm_OneHandShotgun_21.am,Methilbalm_OneHandShotgun,21,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,14269762570167517392,Methilbalm_OneHandShotgun_22.am,Methilbalm_OneHandShotgun,22,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,2035023262248861904,Methilbalm_OneHandShotgun_3.am,Methilbalm_OneHandShotgun,3,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10238786220700205264,Methilbalm_OneHandShotgun_4.am,Methilbalm_OneHandShotgun,4,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,13587780166528008400,Methilbalm_OneHandShotgun_5.am,Methilbalm_OneHandShotgun,5,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,5900029358000570576,Methilbalm_OneHandShotgun_6.am,Methilbalm_OneHandShotgun,6,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1047528088109318352,Methilbalm_OneHandShotgun_7.am,Methilbalm_OneHandShotgun,7,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,3953112874473226448,Methilbalm_OneHandShotgun_8.am,Methilbalm_OneHandShotgun,8,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9757464637590208720,Methilbalm_OneHandShotgun_9.am,Methilbalm_OneHandShotgun,9,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
iteminfo,370003,1589150784422000,Mortimer_OneHandShotgun,Mortimer_OneHandShotgun,,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,cd_phm_07_shotgun_0001.pac,2967828630
multichange,,17261802342370509008,Mortimer_OneHandShotgun_0.am,Mortimer_OneHandShotgun,0,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,4946784787110035664,Mortimer_OneHandShotgun_1.am,Mortimer_OneHandShotgun,1,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8626084124844622032,Mortimer_OneHandShotgun_10.am,Mortimer_OneHandShotgun,10,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10876538153477341392,Mortimer_OneHandShotgun_11.am,Mortimer_OneHandShotgun,11,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,14045032057126518992,Mortimer_OneHandShotgun_12.am,Mortimer_OneHandShotgun,12,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,4815870322752356560,Mortimer_OneHandShotgun_13.am,Mortimer_OneHandShotgun,13,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11433982255177924816,Mortimer_OneHandShotgun_14.am,Mortimer_OneHandShotgun,14,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9158184500704837840,Mortimer_OneHandShotgun_15.am,Mortimer_OneHandShotgun,15,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8206950472725037264,Mortimer_OneHandShotgun_16.am,Mortimer_OneHandShotgun,16,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,4233315544431853776,Mortimer_OneHandShotgun_17.am,Mortimer_OneHandShotgun,17,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,546887497288777936,Mortimer_OneHandShotgun_18.am,Mortimer_OneHandShotgun,18,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11495439079655342288,Mortimer_OneHandShotgun_19.am,Mortimer_OneHandShotgun,19,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,16206374138661568720,Mortimer_OneHandShotgun_2.am,Mortimer_OneHandShotgun,2,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1030133006704050384,Mortimer_OneHandShotgun_20.am,Mortimer_OneHandShotgun,20,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9859072572992258256,Mortimer_OneHandShotgun_21.am,Mortimer_OneHandShotgun,21,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11369220483431006416,Mortimer_OneHandShotgun_22.am,Mortimer_OneHandShotgun,22,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17391703473619206352,Mortimer_OneHandShotgun_3.am,Mortimer_OneHandShotgun,3,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,991994444439879888,Mortimer_OneHandShotgun_4.am,Mortimer_OneHandShotgun,4,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9747314461638656208,Mortimer_OneHandShotgun_5.am,Mortimer_OneHandShotgun,5,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,12922442384658137296,Mortimer_OneHandShotgun_6.am,Mortimer_OneHandShotgun,6,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,16097097569217282256,Mortimer_OneHandShotgun_7.am,Mortimer_OneHandShotgun,7,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,18164372694374547664,Mortimer_OneHandShotgun_8.am,Mortimer_OneHandShotgun,8,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8830298730163863760,Mortimer_OneHandShotgun_9.am,Mortimer_OneHandShotgun,9,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
iteminfo,370005,1589159374356592,Toddbern_OneHandShotgun,Toddbern_OneHandShotgun,,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,cd_phm_07_shotgun_0006.pac,1082219880
multichange,,17925959489270317264,Toddbern_OneHandShotgun_0.am,Toddbern_OneHandShotgun,0,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,12978338094070628560,Toddbern_OneHandShotgun_1.am,Toddbern_OneHandShotgun,1,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10251918405330272464,Toddbern_OneHandShotgun_10.am,Toddbern_OneHandShotgun,10,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,273487853663551696,Toddbern_OneHandShotgun_11.am,Toddbern_OneHandShotgun,11,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11803156529882857680,Toddbern_OneHandShotgun_12.am,Toddbern_OneHandShotgun,12,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9963353073269080272,Toddbern_OneHandShotgun_13.am,Toddbern_OneHandShotgun,13,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,6404862249218867408,Toddbern_OneHandShotgun_14.am,Toddbern_OneHandShotgun,14,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,9885299314043912400,Toddbern_OneHandShotgun_15.am,Toddbern_OneHandShotgun,15,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17992063403937497296,Toddbern_OneHandShotgun_16.am,Toddbern_OneHandShotgun,16,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,970407376169468112,Toddbern_OneHandShotgun_17.am,Toddbern_OneHandShotgun,17,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,5274383447677206736,Toddbern_OneHandShotgun_18.am,Toddbern_OneHandShotgun,18,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,3526977300379730128,Toddbern_OneHandShotgun_19.am,Toddbern_OneHandShotgun,19,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,12114766723719102672,Toddbern_OneHandShotgun_2.am,Toddbern_OneHandShotgun,2,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8713495355087388880,Toddbern_OneHandShotgun_20.am,Toddbern_OneHandShotgun,20,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,6941164408764629200,Toddbern_OneHandShotgun_21.am,Toddbern_OneHandShotgun,21,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,913211807789744336,Toddbern_OneHandShotgun_22.am,Toddbern_OneHandShotgun,22,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,7793422641984962768,Toddbern_OneHandShotgun_3.am,Toddbern_OneHandShotgun,3,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,5958471166975803600,Toddbern_OneHandShotgun_4.am,Toddbern_OneHandShotgun,4,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17466214864077717712,Toddbern_OneHandShotgun_5.am,Toddbern_OneHandShotgun,5,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10792499086742257872,Toddbern_OneHandShotgun_6.am,Toddbern_OneHandShotgun,6,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,6607121982993465552,Toddbern_OneHandShotgun_7.am,Toddbern_OneHandShotgun,7,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10192623319497310416,Toddbern_OneHandShotgun_8.am,Toddbern_OneHandShotgun,8,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,16921596054414033104,Toddbern_OneHandShotgun_9.am,Toddbern_OneHandShotgun,9,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
iteminfo,1002293,4304815656009840,Trumpet_OneHandShotgun,Trumpet_OneHandShotgun,,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,cd_phm_07_shotgun_0005.pac,1049478994
multichange,,15995065243801747664,Trumpet_OneHandShotgun_0.am,Trumpet_OneHandShotgun,0,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,6282861950829330640,Trumpet_OneHandShotgun_1.am,Trumpet_OneHandShotgun,1,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,16973804044776636624,Trumpet_OneHandShotgun_10.am,Trumpet_OneHandShotgun,10,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17071167143740965072,Trumpet_OneHandShotgun_11.am,Trumpet_OneHandShotgun,11,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17043225710010826960,Trumpet_OneHandShotgun_12.am,Trumpet_OneHandShotgun,12,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,17924707789771374800,Trumpet_OneHandShotgun_13.am,Trumpet_OneHandShotgun,13,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11643429814290874576,Trumpet_OneHandShotgun_14.am,Trumpet_OneHandShotgun,14,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,3334093836694585552,Trumpet_OneHandShotgun_15.am,Trumpet_OneHandShotgun,15,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,13937292802506358992,Trumpet_OneHandShotgun_16.am,Trumpet_OneHandShotgun,16,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,16602128071880868048,Trumpet_OneHandShotgun_17.am,Trumpet_OneHandShotgun,17,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,10368748155800912080,Trumpet_OneHandShotgun_18.am,Trumpet_OneHandShotgun,18,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,753351544484659408,Trumpet_OneHandShotgun_19.am,Trumpet_OneHandShotgun,19,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,8466219777025638608,Trumpet_OneHandShotgun_2.am,Trumpet_OneHandShotgun,2,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,2246069502678663376,Trumpet_OneHandShotgun_20.am,Trumpet_OneHandShotgun,20,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,16880790403358392528,Trumpet_OneHandShotgun_21.am,Trumpet_OneHandShotgun,21,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,18203910337940422864,Trumpet_OneHandShotgun_22.am,Trumpet_OneHandShotgun,22,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,11857096328368619728,Trumpet_OneHandShotgun_3.am,Trumpet_OneHandShotgun,3,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,508367554813624528,Trumpet_OneHandShotgun_4.am,Trumpet_OneHandShotgun,4,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,1866667433373204688,Trumpet_OneHandShotgun_5.am,Trumpet_OneHandShotgun,5,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,18446426065741021392,Trumpet_OneHandShotgun_6.am,Trumpet_OneHandShotgun,6,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,12959238533419106512,Trumpet_OneHandShotgun_7.am,Trumpet_OneHandShotgun,7,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,2470400622415839440,Trumpet_OneHandShotgun_8.am,Trumpet_OneHandShotgun,8,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
multichange,,13399585552999645392,Trumpet_OneHandShotgun_9.am,Trumpet_OneHandShotgun,9,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,,
iteminfo,370006,1589163669323888,Walter_OneHandShotgun,Walter_OneHandShotgun,,Equipment,Weapon,Firearm,Shotgun,OneHandShotgun,equiptypeinfo,high,cd_phm_07_shotgun_0006.pac,2946268857
